uk,ru,count
Лотоцька,Лотоцкая,2
Лордкіпанідзе,Лордкипанидзе,2
Лозинська,Лозинская,2
Лодигін,Лодыгин,2
Лисицька,Лисицкая,2
Липська,Липская,2
Липківський,Липковский,2
Либідь,Лыбидь,2
Левський,Левский,2
Левицька,Левицкая,2
Леванєвський,Леваневский,2
Левандовська,Левандовская,2
Лебедівський,Лебедивский,2
Лебединська,Лебединская,2
Лафаєт,Лафайет,2
Латинін,Латынин,2
Лакомська,Лакомская,2
Кіссінджер,Киссинджер,2
Кіреєва,Киреева,2
Кіреєв,Киреев,2
Кіпріанова,Киприанова,2
Кіпріанов,Киприанов,2
Кіпренський,Кипренский,2
Кіплінг,Киплинг,2
Кільчицький,Кильчицкий,2
Кільчевський,Кильчевский,2
Кікоїн,Кикоин,2
Кібакі,Кибаки,2
Кюв'є,Кювье,2
Кушнарьова,Кушнарева,2
Кушнарьов,Кушнарев,2
Кучинська,Кучинская,2
Куравльова,Куравлева,2
Куравльов,Куравлев,2
Купчинська,Купчинская,2
Куп'янський,Купянский,2
Куп'янська,Купянская,2
Куніцин,Куницын,2
Кундієва,Кундиева,2
Кундієв,Кундиев,2
Кулібін,Кулибин,2
Кульчицька,Кульчицкая,2
Кульчинська,Кульчинская,2
Куликовська,Куликовская,2
Кулаковська,Кулаковская,2
Куковальська,Куковальская,2
Куйбишевський,Куйбышевский,2
Кузьмінський,Кузьминский,2
Кузьмович,Кузьмович,2
Кудрицька,Кудрицкая,2
Крюківський,Крюковский,2
Крушельницька,Крушельницкая,2
Крупська,Крупская,2
Криницька,Криницкая,2
Крижицький,Крыжицкий,2
Крижановський,Крыжановский,2
Кригін,Крыгин,2
Кржижановський,Кржижановский,2
Кржижановська,Кржижановская,2
Красовська,Красовская,2
Красицька,Красицкая,2
Краковська,Краковская,2
Коцюбинська,Коцюбинская,2
Костик,Костик,2
Костецька,Костецкая,2
Косирін,Косырин,2
Косигін,Косыгин,2
Косаківський,Косаковский,2
Коріоліс,Кориолис,2
Коротєєв,Коротеев,2
Коростельова,Коростелева,2
Коростельов,Коростелев,2
Корольова,Королева,2
Корольов,Королев,2
Королевська,Королевская,2
Корнієнко,Корниенко,2
Корнєєва,Корнеева,2
Корнєєв,Корнеев,2
Корженевська,Корженевская,2
Корецька,Корецкая,2
Комісарова,Комиссарова,2
Комісаров,Комиссаров,2
Коморовська,Коморовская,2
Комаровська,Комаровская,2
Комарницька,Комарницкая,2
Коліньї,Колиньи,2
Коломиєць,Коломиец,2
Коломийський,Коломийский,2
Кокова,Кокковая,2
Кокова,Коккова,1
Коккінакі,Коккинаки,2
Козубовська,Козубовская,2
Козицька,Козицкая,2
Козирєва,Козырева,2
Козирєв,Козырев,2
Кожем'якін,Кожемякин,2
Когелнічану,Когэлничану,2
Ковальова,Ковалева,2
Ковальов,Ковалев,2
Ковалевська,Ковалевская,2
Кобринська,Кобринская,2
Кобилянський,Кобылянский,2
Клімкіна,Климкина,2
Клімкін,Климкин,2
Ключковська,Ключковская,2
Ключевська,Ключевская,2
Ключарьова,Ключарева,2
Кисельова,Киселева,2
Кисельов,Киселев,2
Кирєєва,Киреева,2
Кирєєв,Киреев,2
Кипріян,Киприан,2
Кендзьор,Кендзер,2
Квітка-Основ'яненко,Квитка-Основьяненко,2
Квіслінг,Квислинг,2
Квасьнєвський,Квасьневский,2
Квасницька,Квасницкая,2
Квасневський,Квасьневский,2
Кашпіровський,Кашпировский,2
Качинська,Качинская,2
Каутська,Каутская,2
Карпіні,Карпини,2
Карпинська,Карпинская,2
Каратигін,Каратыгин,2
Карасьова,Карасева,2
Карасьов,Карасев,2
Караванська,Караванская,2
Каневська,Каневская,2
Камінський,Каминский,2
Калініна,Калинина,2
Калінін,Калинин,2
Калєтнік,Калетник,2
Калнишевський,Калнышевский,2
Калитовська,Калитовская,2
Калиновська,Калиновская,2
Калвітіс,Калвитис,2
Кавецька,Кавецкая,2
Кабачинська,Кабачинская,2
Кабацька,Кабацкая,2
Кабалевська,Кабалевская,2
К'єркегор,Кьеркегор,2
Зінін,Зинин,2
Зубрицька,Зубрицкая,2
Золотарьова,Золотарева,2
Золотарьов,Золотарев,2
Знаменська,Знаменская,2
Землянська,Землянская,2
Зелінський,Зелинский,2
Зеленська,Зеленская,2
Згарська,Згарская,2
Звягільський,Звягильский,2
Зворикін,Зворыкин,2
Зборівський,Зборовский,2
Зборовська,Зборовская,2
Збанацька,Збанацкая,2
Захаржевська,Захаржевская,2
Затєвахін,Затевахин,2
Затуловська,Затуловская,2
Затонська,Затонская,2
Заславська,Заславская,2
Зарицька,Зарицкая,2
Заньковецька,Заньковецкая,2
Замойська,Замойская,2
Залюбовська,Залюбовская,2
Завадська,Завадская,2
Забродська,Забродская,2
Журавльова,Журавлева,2
Журавльов,Журавлев,2
Жулинська,Жулинская,2
Жуковська,Жуковская,2
Жолкевська,Жолкевская,2
Жилінський,Жилинский,2
Жеребецька,Жеребецкая,2
Жебрівський,Жебровский,2
Еттінгер,Эттингер,2
Еттлі,Эттли,2
Есхіл,Эсхил,2
Еріксон,Эриксон,2
Емінеску,Эминеску,2
Емсіс,Эмсис,2
Еліассон,Элиассон,2
Еллінгтон,Эллингтон,2
Екзюпері,Экзюпери,2
Ейзенхауер,Эйзенхауэр,2
Едісон,Эдисон,2
Діріхле,Дирихле,2
Дікінсон,Диккинсон,2
Дідковський,Дидковский,2
Дідик,Дидык,2
Дягілєва,Дягилева,2
Дягілєв,Дягилев,2
Дунаєвський,Дунаевский,2
